text	label
Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters	positive
`` The issues identified by Stonesoft affect a range of content inspection technology	neutral
Also , a seven-year historic analysis is provided for these markets	neutral
The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company	neutral
Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment	neutral
The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions	neutral
The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production	neutral
The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 )	negative
As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share	neutral
- Demand for fireplace products was lower than expected , especially in Germany	negative
The right margin will be viewed separately in detail with every customer	neutral
The remaining amount will be funded through debt , the Danish bank said	neutral
- The Group - s result before taxes was a loss of EUR 0.6 ( +0.6 ) million	neutral
Sales VAT inclusive expanded by 19 percent , to 351 million euros	positive
The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues	positive
Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006	positive
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation	neutral
Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device	positive
In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008	negative
Acquisitions have been made and businesses have been well integrated	positive
The total investment in 2006 and 2007 is expected to amount to about EUR75m	neutral
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas	neutral
The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook	neutral
( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007	positive
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division	neutral
The completion of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that meets the EU standards	positive
Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania	neutral
The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident	neutral
They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight	neutral
The long-term contract is global	positive
Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02	positive
According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small	neutral
YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London	neutral
`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said	neutral
Finnish food industry companies are interested in the opportunities provided by Ukraine	neutral
The parties have agreed not to disclose the transaction value	neutral
On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor	neutral
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong	neutral
`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations	positive
Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009	neutral
Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface	neutral
The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln )	neutral
The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million	neutral
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons	neutral
Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company	neutral
It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007	positive
Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry	neutral
The company did not disclose the price of the acquisition	neutral
It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community	neutral
Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer	neutral
The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara	positive
